,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
131,0BdGEBApGezl0i0Vhwlbfm,0.487,0.853,6,-4.707,0.0551,0.0622,0.0,0.195,0.246,99.958
132,4TboAbE2pCUUB0fk6Q9rUU,0.74,0.445,1,-13.222,0.397,0.074,3.4e-05,0.424,0.593,91.745
133,7L6v4BoEk6efFAC4ErAKj5,0.689,0.969,0,-3.041,0.0581,0.0357,9.56e-06,0.08,0.638,92.506
134,69HCvzX2Q3gX6qSWIqPb2A,0.473,0.854,4,-5.998,0.0393,0.000114,3.04e-05,0.179,0.528,120.267
135,3WhWnmfd0HkVkQ9MuGi7Qw,0.6,0.676,11,-9.026,0.0261,0.0048,0.367,0.196,0.427,112.055
136,6BtmXhTJMM9sBTHeYYASGz,0.656,0.884,2,-4.748,0.0372,0.0162,0.0,0.145,0.86,105.009
137,3JzTxwdtAFmDdqWf1a00PE,0.882,0.399,6,-13.136,0.276,0.233,0.526,0.121,0.851,98.232
138,6Rp79bGrzD8cWUGE1eiL8s,0.561,0.786,3,-4.791,0.0292,0.0119,0.00217,0.0798,0.465,142.088
139,3Ti0GdlrotgwsAVBBugv0I,0.848,0.666,0,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662
140,4llYMkhHa1w7UAdDFRQcEZ,0.567,0.839,6,-4.048,0.0698,0.0489,0.0,0.103,0.903,160.062
141,6PTEAgXzMEr8x55nEsHGnq,0.616,0.834,1,-7.083,0.0382,0.00027,2e-06,0.226,0.516,108.035
142,5r2KnkcdCy0PT1ofEb8gDk,0.599,0.964,11,-5.636,0.0534,0.0137,0.000646,0.467,0.752,103.976
143,5mxVKAuunOKqcBfR5ivbRf,0.54,0.738,6,-5.34,0.446,0.272,0.0,0.199,0.528,178.727
144,3dXjAh7UEuCJnLIeFKNkxd,0.559,0.784,7,-7.051,0.0428,0.0138,0.0,0.0619,0.867,160.017
145,0NTk9120h5oAiJPuR9GRcY,0.7,0.738,11,-7.206,0.124,0.00753,3.89e-05,0.0495,0.486,98.862
146,6hHUiDe461VUoTHnsplRYs,0.619,0.677,11,-11.728,0.0746,0.624,6.46e-05,0.0589,0.571,177.873
147,6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,109.535
148,4gB7HrYHbJVJ5RFOjxmoq4,0.544,0.781,6,-6.16,0.0311,0.00585,0.0,0.191,0.527,144.075
149,4nuUssdgKFy2QyYHHNkZQW,0.543,0.944,6,-7.495,0.0543,0.402,0.000564,0.0373,0.735,101.174
150,2N2yrmodOnVF10mKvItC9P,0.456,0.59,11,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635
151,3hzFZgLvwHPyjd7Lek5tpz,0.439,0.414,0,-9.492,0.0448,0.019,0.0149,0.0587,0.45,119.817
152,05RgAMGypEvqhNs5hPCbMS,0.526,0.978,8,-5.436,0.108,0.00122,4.75e-05,0.0744,0.451,141.167
153,4PB2pTUBxOGU5suMatTfyl,0.561,0.764,10,-10.332,0.0355,0.000311,0.000193,0.296,0.675,150.077
154,7z9hemOtHVMUhvbYgRqdqD,0.525,0.961,0,-3.835,0.0485,4.3e-05,3.92e-05,0.26,0.806,123.002
155,3GBApU0NuzH4hKZq4NOSdA,0.563,0.739,6,-4.239,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0
